ID,Class
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,1
429,0
430,1
431,0
432,0
433,0
434,0
435,0
436,1
437,1
438,1
439,0
440,1
441,0
442,1
443,1
444,0
445,1
446,0
447,0
448,0
449,0
450,0
451,1
452,0
453,1
454,1
455,0
456,0
457,1
458,0
459,1
460,0
461,1
462,1
463,1
464,0
465,0
466,0
467,1
468,0
469,0
470,0
471,1
472,0
473,0
474,1
475,1
476,1
477,0
478,1
479,1
480,1
481,0
482,1
483,0
484,1
485,1
486,0
487,1
488,1
489,1
490,0
491,0
492,1
493,0
494,0
495,0
496,1
497,0
498,0
499,0
500,0
501,0
502,1
503,0
504,0
505,0
506,0
507,0
508,1
509,1
510,0
511,1
512,1
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,1
521,1
522,1
523,0
524,0
525,1
526,1
527,1
528,0
529,0
530,1
531,1
532,0
533,1
534,1
535,0
536,1
537,1
538,1
539,1
540,0
541,0
542,1
543,0
544,1
545,0
546,0
547,0
548,0
549,0
550,1
551,1
552,1
553,1
554,1
555,1
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,1
565,0
566,0
567,1
568,1
569,0
570,0
571,1
572,1
573,0
574,0
575,0
576,1
577,1
578,0
579,0
580,1
581,1
582,0
583,0
584,1
585,0
586,1
587,0
588,0
589,1
590,1
591,0
592,1
593,0
594,0
595,1
596,0
597,1
598,0
599,1
600,1
601,1
602,1
603,0
604,0
605,0
606,1
607,1
608,1
609,0
610,1
611,1
612,1
613,1
614,0
615,0
616,0
617,0
618,0
619,0
620,1
621,0
622,0
623,1
624,1
625,0
626,0
627,0
628,0
629,0
630,1
631,0
632,1
633,0
634,0
635,0
636,0
637,1
638,1
639,0
640,1
641,1
642,0
643,0
644,0
645,1
646,0
647,1
648,1
649,1
650,0
651,0
652,0
653,0
654,0
655,1
656,0
657,1
658,1
659,0
660,1
661,0
662,0
663,1
664,1
665,0
666,0
667,1
668,1
669,0
670,1
671,1
672,1
673,0
674,1
675,0
676,0
677,0
678,1
679,1
680,1
681,0
682,0
683,0
684,0
685,1
686,1
687,1
688,0
689,1
690,1
691,1
692,0
693,0
694,0
695,1
696,1
697,1
698,0
699,1
700,1
701,1
702,0
703,0
704,1
705,0
706,0
707,1
708,1
709,0
710,0
711,0
712,1
713,1
714,1
715,1
716,1
717,1
718,0
719,0
720,1
721,1
722,1
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,1
731,0
732,0
733,1
734,1
735,1
736,0
737,0
738,0
739,0
740,1
741,1
742,0
743,1
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,1
752,0
753,0
754,0
755,0
756,1
757,0
758,1
759,0
760,1
761,0
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,0
770,0
771,1
772,1
773,1
774,0
775,1
776,0
777,1
778,0
779,1
780,0
781,1
782,0
783,0
784,1
785,0
786,1
787,1
788,1
789,1
790,1
791,0
792,0
793,1
794,0
795,0
796,1
797,0
798,1
799,1
800,1
801,0
802,0
803,0
804,1
805,0
806,1
807,0
808,0
809,0
810,0
811,1
812,0
813,1
814,1
815,1
816,0
817,0
818,1
819,1
820,1
821,0
822,1
823,0
824,1
825,1
826,0
827,0
828,0
829,0
830,0
831,1
832,0
833,0
834,1
835,0
836,1
837,1
838,0
839,0
840,1
841,0
842,0
843,0
844,1
845,0
846,1
847,0
848,1
849,1
850,0
851,0
852,0
853,1
854,1
855,0
856,0
857,0
858,0
859,1
860,0
861,0
862,1
863,1
864,0
865,1
866,0
867,0
868,0
869,1
870,0
871,1
872,0
873,0
874,0
875,1
876,0
877,1
878,0
879,1
880,1
881,0
882,0
883,0
884,0
885,0
886,1
887,0
888,0
889,0
890,1
891,0
892,1
893,1
894,0
895,0
896,0
897,1
898,0
899,1
900,0
901,1
902,1
903,0
904,1
905,0
906,0
907,1
908,1
909,0
910,1
911,1
912,0
913,1
914,1
915,1
916,0
917,0
918,1
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,1
927,0
928,1
929,1
930,1
931,1
932,0
933,0
934,0
935,0
936,1
937,1
938,0
939,1
940,1
941,1
942,1
943,1
944,0
945,0
946,0
947,1
948,1
949,1
950,0
951,0
952,1
953,0
954,0
955,1
956,1
957,1
958,1
959,0
960,0
961,1
962,1
963,1
964,1
965,0
966,1
967,0
968,1
969,0
970,0
971,0
972,1
973,0
974,0
975,1
976,0
977,1
978,0
979,0
980,0
981,0
982,1
983,1
984,0
985,0
986,0
987,0
988,0
989,1
990,1
991,0
992,0
993,1
994,0
995,1
996,0
997,0
998,1
999,0
1000,0
1001,1
1002,1
1003,0
1004,0
1005,1
1006,0
1007,1
1008,1
1009,1
1010,0
1011,1
1012,0
1013,1
1014,1
1015,0
1016,1
1017,0
1018,1
1019,0
1020,1
1021,1
1022,1
1023,1
1024,0
1025,0
1026,0
1027,1
1028,0
1029,0
1030,1
1031,1
1032,1
1033,1
1034,0
1035,1
1036,0
1037,0
1038,0
1039,1
1040,1
1041,0
1042,1
1043,1
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,1
1052,0
1053,0
1054,0
1055,1
1056,1
1057,1
1058,0
1059,0
1060,1
1061,1
1062,0
1063,1
1064,1
1065,0
1066,1
1067,0
1068,1
1069,1
1070,1
1071,1
1072,0
1073,0
1074,0
1075,0
1076,1
1077,0
1078,1
1079,0
1080,0
1081,1
1082,1
1083,1
1084,0
1085,1
1086,1
1087,0
1088,0
1089,0
1090,0
1091,0
1092,1
1093,0
1094,0
1095,1
1096,0
1097,1
1098,1
1099,0
1100,0
1101,1
1102,1
1103,0
1104,0
1105,1
1106,0
1107,1
1108,0
1109,0
1110,0
1111,1
1112,0
1113,1
1114,1
1115,1
1116,0
1117,0
1118,0
1119,1
1120,0
1121,0
1122,1
1123,1
1124,0
1125,1
1126,0
1127,1
1128,0
1129,1
1130,0
1131,1
1132,0
1133,1
1134,0
1135,0
1136,1
1137,0
1138,1
1139,1
1140,1
1141,0
1142,1
1143,1
1144,1
1145,1
1146,0
1147,0
1148,1
1149,0
1150,0
1151,0
1152,1
1153,1
1154,1
1155,0
1156,0
1157,1
1158,0
1159,0
1160,0
1161,0
1162,1
1163,0
1164,0
1165,1
1166,1
1167,1
1168,1
1169,0
1170,0
1171,1
1172,1
1173,0
1174,0
1175,1
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,1
1185,1
1186,1
1187,0
1188,1
1189,1
1190,1
1191,0
1192,0
1193,1
1194,0
1195,0
1196,1
1197,1
1198,0
1199,1
1200,1
1201,1
1202,0
1203,0
1204,0
1205,0
1206,0
1207,1
1208,0
1209,0
1210,0
1211,0
1212,1
1213,1
1214,1
1215,0
1216,1
1217,0
1218,0
1219,1
1220,1
1221,0
1222,0
1223,0
1224,0
1225,1
1226,1
1227,0
1228,0
1229,0
1230,0
1231,1
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,1
1240,1
1241,0
1242,0
1243,1
1244,0
1245,0
1246,1
1247,0
1248,0
1249,0
1250,1
1251,1
1252,0
1253,1
1254,0
1255,1
1256,0
1257,0
1258,0
1259,1
1260,1
1261,0
1262,0
1263,0
1264,0
1265,1
1266,1
1267,0
1268,1
1269,1
1270,0
1271,0
1272,0
1273,0
1274,1
1275,1
1276,0
1277,1
1278,1
1279,0
1280,1
1281,0
1282,0
1283,0
1284,0
1285,0
1286,1
1287,0
1288,1
1289,1
1290,0
1291,0
1292,1
1293,0
1294,1
1295,0
1296,0
1297,1
1298,1
1299,1
1300,1
1301,1
1302,0
1303,1
1304,0
1305,0
1306,1
1307,0
1308,0
1309,1
1310,1
1311,1
1312,1
1313,1
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,1
1323,1
1324,1
1325,1
1326,0
1327,0
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,0
1337,0
1338,1
1339,0
1340,0
1341,1
1342,0
1343,1
1344,1
1345,0
1346,1
1347,0
1348,1
1349,1
1350,0
1351,0
1352,0
1353,0
1354,0
1355,1
1356,1
1357,0
1358,1
1359,1
1360,0
1361,0
1362,0
1363,0
1364,0
1365,1
1366,1
1367,0
1368,0
1369,0
1370,0
1371,1
1372,0
1373,1
1374,0
1375,0
1376,0
1377,1
1378,1
1379,1
1380,1
1381,0
1382,0
1383,1
1384,0
1385,1
1386,1
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,0
1394,0
1395,1
1396,0
1397,0
1398,1
1399,0
1400,1
1401,1
1402,1
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,1
1411,0
1412,1
1413,1
1414,1
1415,1
1416,0
1417,0
1418,1
1419,1
1420,0
1421,1
1422,1
1423,0
1424,0
1425,1
1426,0
1427,1
1428,1
1429,1
1430,0
1431,0
1432,1
1433,0
1434,1
1435,1
1436,0
1437,0
1438,1
1439,1
1440,1
1441,0
1442,0
1443,1
1444,0
1445,1
1446,1
1447,1
1448,1
1449,0
1450,1
1451,1
1452,0
1453,0
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,1
1463,0
1464,0
1465,0
1466,1
1467,0
1468,0
1469,1
1470,1
1471,0
1472,1
1473,1
1474,0
1475,0
1476,0
1477,1
1478,1
1479,1
1480,0
1481,1
1482,0
1483,0
1484,0
1485,0
1486,1
1487,0
1488,1
1489,0
1490,0
1491,0
1492,1
1493,1
1494,0
1495,0
1496,0
1497,0
1498,1
1499,1
1500,0
1501,1
1502,1
1503,0
1504,0
1505,0
1506,1
1507,1
1508,0
1509,1
1510,0
1511,1
1512,1
1513,1
1514,0
1515,1
1516,0
1517,0
1518,0
1519,1
1520,0
1521,1
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,1
1529,0
1530,0
1531,1
1532,0
1533,0
1534,0
1535,1
1536,0
1537,0
1538,1
1539,0
1540,1
1541,0
1542,0
1543,0
1544,0
1545,0
1546,1
1547,1
1548,0
1549,1
1550,0
1551,1
1552,0
1553,1
1554,0
1555,0
1556,1
1557,0
1558,1
1559,1
1560,0
1561,0
1562,1
1563,0
1564,0
1565,0
1566,0
1567,1
1568,0
1569,0
1570,1
1571,0
1572,1
1573,1
1574,1
1575,1
1576,0
1577,0
1578,1
1579,1
1580,0
1581,0
1582,0
1583,1
1584,1
1585,0
1586,1
1587,0
1588,1
1589,0
1590,1
1591,1
1592,0
1593,0
1594,1
1595,1
1596,1
1597,0
1598,0
1599,0
1600,1
1601,1
1602,1
1603,1
1604,0
1605,1
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,1
1615,1
1616,0
1617,0
1618,0
1619,1
1620,0
1621,0
1622,1
1623,0
1624,1
1625,0
1626,1
1627,0
1628,0
1629,1
1630,0
1631,1
1632,0
1633,1
1634,1
1635,1
1636,0
1637,0
1638,0
1639,1
1640,0
1641,1
1642,0
1643,0
1644,1
1645,0
1646,0
1647,1
1648,0
1649,1
1650,0
1651,0
1652,1
1653,0
1654,0
1655,0
1656,0
1657,1
1658,1
1659,1
1660,0
1661,0
1662,1
1663,0
1664,0
1665,0
1666,1
1667,0
1668,0
1669,1
1670,0
1671,1
1672,1
1673,0
1674,0
1675,0
1676,1
1677,1
1678,1
1679,1
1680,0
1681,1
1682,0
1683,1
1684,1
1685,1
1686,0
1687,0
1688,1
1689,0
1690,1
1691,1
1692,1
1693,0
1694,0
1695,1
1696,0
1697,0
1698,0
1699,0
1700,1
1701,1
1702,1
1703,1
1704,0
1705,1
1706,0
1707,0
1708,0
1709,0
1710,1
1711,0
1712,1
1713,0
1714,1
1715,1
1716,0
1717,1
1718,0
1719,0
1720,0
1721,1
1722,0
1723,1
1724,0
1725,0
1726,0
1727,0
1728,0
1729,1
1730,0
1731,1
1732,0
1733,0
1734,1
1735,1
1736,0
1737,0
1738,0
1739,0
1740,1
1741,0
1742,1
1743,0
1744,0
1745,0
1746,0
1747,1
1748,1
1749,1
1750,0
1751,1
1752,0
1753,1
1754,1
1755,1
1756,0
1757,1
1758,1
1759,1
1760,1
1761,0
1762,0
1763,0
1764,0
1765,1
1766,1
1767,0
1768,0
1769,0
1770,1
1771,0
1772,0
1773,0
1774,1
1775,0
1776,0
1777,1
1778,0
1779,1
1780,0
1781,0
1782,1
1783,1
1784,0
1785,0
1786,0
1787,0
1788,1
1789,0
1790,0
1791,1
1792,0
1793,0
1794,1
1795,1
1796,1
1797,1
1798,1
1799,0
1800,0
1801,1
1802,0
1803,1
1804,1
1805,1
1806,1
1807,0
1808,1
1809,0
1810,1
1811,0
1812,1
1813,1
1814,1
1815,0
1816,0
1817,1
1818,0
1819,1
1820,1
1821,1
1822,0
1823,1
1824,1
1825,0
1826,1
1827,0
1828,0
1829,0
1830,0
1831,1
1832,0
1833,0
1834,1
1835,1
1836,1
1837,1
1838,1
1839,0
1840,0
1841,0
1842,1
1843,1
1844,1
1845,1
1846,0
1847,0
1848,1
1849,0
1850,0
1851,1
1852,0
1853,0
1854,1
1855,0
1856,0
1857,0
1858,1
1859,1
1860,0
1861,0
1862,1
1863,1
1864,0
1865,0
1866,0
1867,1
1868,1
1869,0
1870,1
1871,1
1872,1
1873,1
1874,0
1875,0
1876,1
1877,1
1878,0
1879,0
1880,1
1881,0
1882,1
1883,0
1884,0
1885,0
1886,1
1887,0
1888,0
1889,0
1890,0
1891,0
1892,1
1893,0
1894,1
1895,0
1896,0
1897,1
1898,0
1899,1
1900,1
1901,0
1902,1
1903,1
1904,0
1905,0
1906,1
1907,1
1908,0
1909,0
1910,0
1911,1
1912,1
1913,1
1914,1
1915,1
1916,0
1917,0
1918,0
1919,0
1920,1
1921,1
1922,0
1923,0
1924,0
1925,1
1926,1
1927,0
1928,1
1929,0
1930,1
1931,1
1932,0
1933,0
1934,1
1935,0
1936,0
1937,1
1938,1
1939,1
1940,1
1941,0
1942,1
1943,0
1944,0
1945,1
1946,0
1947,1
1948,0
1949,0
1950,0
1951,1
1952,0
1953,0
1954,0
1955,0
1956,1
1957,0
1958,0
1959,0
1960,0
1961,1
1962,1
1963,1
1964,0
1965,1
1966,1
1967,0
1968,0
1969,0
1970,1
1971,0
1972,1
1973,0
1974,0
1975,0
1976,1
1977,1
1978,0
1979,0
1980,0
1981,1
1982,1
1983,0
1984,0
1985,0
1986,1
1987,1
1988,1
1989,0
1990,0
1991,1
1992,1
1993,1
1994,0
1995,0
1996,0
1997,1
1998,0
1999,0
2000,1
2001,1
2002,0
2003,0
2004,1
2005,0
2006,1
2007,0
2008,1
2009,0
2010,1
2011,0
2012,0
2013,0
2014,1
2015,1
2016,0
2017,0
2018,1
2019,1
2020,1
2021,1
2022,0
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,0
2030,1
2031,1
2032,0
2033,0
2034,0
2035,0
2036,0
2037,1
2038,0
2039,0
2040,0
2041,0
2042,1
2043,1
2044,1
2045,1
2046,1
2047,1
2048,0
2049,0
2050,0
2051,1
2052,1
2053,1
2054,1
2055,1
2056,1
2057,0
2058,1
2059,0
2060,0
2061,0
2062,0
2063,1
2064,0
2065,1
2066,0
2067,0
2068,1
2069,1
2070,1
2071,1
2072,0
2073,0
2074,0
2075,1
2076,1
2077,1
2078,1
2079,1
2080,0
2081,1
2082,0
2083,1
2084,0
2085,0
2086,1
2087,1
2088,0
2089,0
2090,0
2091,0
2092,1
2093,0
2094,1
2095,1
2096,0
2097,0
2098,1
2099,0
2100,1
2101,1
2102,0
2103,0
2104,0
2105,0
2106,0
2107,1
2108,0
2109,0
2110,1
2111,0
2112,0
2113,1
2114,1
2115,0
2116,1
2117,1
2118,1
2119,0
2120,1
2121,1
2122,1
2123,1
2124,1
2125,0
2126,0
2127,1
2128,1
2129,0
2130,1
2131,1
2132,0
2133,0
2134,0
2135,1
2136,0
2137,0
2138,1
2139,1
2140,1
2141,0
2142,0
2143,0
2144,0
2145,0
2146,1
2147,1
2148,0
2149,0
2150,1
2151,0
2152,0
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,0
2160,0
2161,0
2162,0
2163,0
2164,1
2165,0
2166,1
2167,1
2168,0
2169,1
2170,1
2171,0
2172,1
2173,1
2174,0
2175,0
2176,0
2177,0
2178,1
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,1
2189,1
2190,0
2191,0
2192,1
2193,0
2194,1
2195,1
2196,1
2197,0
2198,0
2199,0
2200,0
2201,0
2202,1
2203,1
2204,1
2205,1
2206,1
2207,0
2208,1
2209,0
2210,0
2211,1
2212,0
2213,1
2214,0
2215,1
2216,1
2217,0
2218,1
2219,0
2220,1
2221,0
2222,1
2223,0
2224,0
2225,1
2226,1
2227,1
2228,0
2229,1
2230,1
2231,0
2232,1
2233,0
2234,1
2235,1
2236,1
2237,1
2238,0
2239,0
2240,1
2241,1
2242,1
2243,0
2244,1
2245,1
2246,0
2247,0
2248,0
2249,0
2250,1
2251,1
2252,0
2253,0
2254,1
2255,0
2256,0
2257,0
2258,1
2259,1
2260,0
2261,1
2262,0
2263,0
2264,0
2265,0
2266,0
2267,1
2268,0
2269,0
2270,1
2271,0
2272,1
2273,1
2274,0
2275,1
2276,1
2277,0
2278,1
2279,1
2280,0
2281,0
2282,0
2283,0
2284,1
2285,1
2286,0
2287,1
2288,1
2289,0
2290,0
2291,0
2292,0
2293,1
2294,0
2295,0
2296,1
2297,0
2298,0
2299,0
2300,0
2301,0
2302,1
2303,0
2304,1
2305,0
2306,1
2307,1
2308,0
2309,1
2310,0
2311,1
2312,1
2313,0
2314,0
2315,1
2316,0
2317,0
2318,0
2319,1
2320,1
2321,0
2322,0
2323,0
2324,0
2325,0
2326,1
2327,0
2328,0
2329,0
2330,1
2331,0
2332,0
2333,1
2334,0
2335,1
2336,1
2337,1
2338,1
2339,1
2340,0
2341,1
2342,0
2343,1
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,1
2351,1
2352,1
2353,0
2354,1
2355,1
2356,0
2357,0
2358,0
2359,1
2360,1
2361,0
2362,0
2363,0
2364,0
2365,0
2366,0
2367,1
2368,0
2369,1
2370,1
2371,1
2372,1
2373,0
2374,0
2375,0
2376,1
2377,1
2378,0
2379,0
2380,1
2381,1
2382,1
2383,1
2384,1
2385,0
2386,0
2387,1
2388,0
2389,0
2390,0
2391,1
2392,0
2393,1
2394,1
2395,0
2396,0
2397,1
2398,0
2399,1
2400,0
2401,0
2402,1
2403,1
2404,1
2405,1
2406,0
2407,1
2408,1
2409,0
2410,0
2411,0
2412,1
2413,0
2414,1
2415,0
2416,0
2417,0
2418,1
2419,1
2420,1
2421,0
2422,1
2423,0
2424,0
2425,1
2426,0
2427,1
2428,0
2429,1
2430,0
2431,1
2432,1
2433,0
2434,1
2435,0
2436,0
2437,1
2438,0
2439,0
2440,0
2441,1
2442,1
2443,0
2444,0
2445,0
2446,1
2447,0
2448,0
2449,1
2450,1
2451,0
2452,0
2453,1
2454,0
2455,1
2456,0
2457,0
2458,0
2459,1
2460,0
2461,1
2462,0
2463,0
2464,1
2465,1
2466,0
2467,0
2468,1
2469,0
2470,1
2471,0
2472,1
2473,0
2474,1
2475,1
2476,1
2477,0
2478,0
2479,1
2480,0
2481,1
2482,0
2483,1
2484,0
2485,1
2486,0
2487,0
2488,0
2489,0
2490,1
2491,1
2492,1
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,1
2500,1
2501,1
2502,0
2503,1
2504,0
2505,1
2506,0
2507,1
2508,0
2509,0
2510,1
2511,1
2512,0
2513,0
2514,1
2515,0
2516,1
2517,0
2518,1
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,1
2526,0
2527,0
2528,1
2529,0
2530,0
2531,0
2532,1
2533,1
2534,1
2535,0
2536,1
2537,1
2538,1
2539,1
2540,0
2541,0
2542,1
2543,1
2544,1
2545,0
2546,0
2547,0
2548,1
2549,0
2550,1
2551,1
2552,0
2553,0
2554,1
2555,1
2556,1
2557,1
2558,1
2559,0
2560,1
2561,1
2562,1
2563,1
2564,0
2565,1
2566,0
2567,1
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,1
2576,0
2577,1
2578,0
2579,0
2580,1
2581,0
2582,0
2583,1
2584,0
2585,0
2586,1
2587,0
2588,0
2589,0
2590,0
2591,1
2592,0
2593,1
2594,0
2595,0
2596,1
2597,0
2598,0
2599,1
2600,1
2601,0
2602,1
2603,1
2604,0
2605,1
2606,1
2607,1
2608,1
2609,0
2610,1
2611,1
2612,1
2613,1
2614,0
2615,1
2616,1
2617,1
2618,0
2619,1
2620,1
2621,1
2622,1
2623,0
2624,0
2625,1
2626,0
2627,0
2628,0
2629,0
2630,1
2631,1
2632,1
2633,1
2634,0
2635,0
2636,0
2637,0
2638,1
2639,0
2640,1
2641,1
2642,1
2643,1
2644,0
2645,1
2646,1
2647,0
2648,0
2649,0
2650,1
2651,1
2652,0
2653,1
2654,1
2655,0
2656,0
2657,0
2658,1
2659,0
2660,1
2661,1
2662,0
2663,0
2664,1
2665,0
2666,0
2667,0
2668,1
2669,0
2670,0
2671,1
2672,1
2673,1
2674,1
2675,0
2676,1
2677,1
2678,0
2679,1
2680,1
2681,0
2682,1
2683,0
2684,1
2685,0
2686,1
2687,1
2688,1
2689,1
2690,0
2691,1
2692,0
2693,0
2694,1
2695,0
2696,0
2697,0
2698,0
2699,1
2700,0
2701,0
2702,1
2703,0
2704,0
2705,1
2706,0
2707,0
2708,0
2709,0
2710,0
2711,0
2712,0
2713,1
2714,1
2715,0
2716,1
2717,0
2718,0
2719,0
2720,1
2721,0
2722,0
2723,1
2724,0
2725,1
2726,0
2727,1
2728,1
2729,1
2730,0
2731,0
2732,1
2733,0
2734,1
2735,1
2736,1
2737,1
2738,1
2739,0
2740,0
2741,0
2742,1
2743,1
2744,1
2745,1
2746,1
2747,0
2748,1
2749,1
2750,0
2751,1
2752,1
2753,0
2754,0
2755,1
2756,1
2757,0
2758,1
2759,0
2760,0
2761,1
2762,1
2763,0
2764,1
2765,1
2766,0
2767,1
2768,1
2769,0
2770,0
2771,1
2772,1
2773,0
2774,1
2775,1
2776,0
2777,1
2778,1
2779,1
2780,1
2781,1
2782,1
2783,0
2784,1
2785,0
2786,0
2787,0
2788,0
2789,1
2790,0
2791,1
2792,1
2793,1
2794,0
2795,0
2796,0
2797,0
2798,1
2799,0
2800,1
2801,1
2802,1
2803,0
2804,1
2805,1
2806,1
2807,0
2808,0
2809,1
2810,0
2811,0
2812,1
2813,0
2814,1
2815,0
2816,1
2817,1
2818,1
2819,1
2820,0
2821,0
2822,1
2823,1
2824,1
2825,0
2826,0
2827,1
2828,0
2829,0
2830,0
2831,1
2832,0
2833,1
2834,0
2835,0
2836,0
2837,0
2838,0
2839,1
2840,1
2841,1
2842,0
2843,1
2844,1
2845,1
2846,0
2847,1
2848,1
2849,1
2850,1
2851,0
2852,1
2853,1
2854,1
2855,1
2856,0
2857,1
2858,1
2859,1
2860,0
2861,1
2862,1
2863,1
2864,0
2865,1
2866,1
2867,1
2868,1
2869,1
2870,0
2871,1
2872,1
2873,0
2874,1
2875,0
2876,0
2877,0
2878,0
2879,1
2880,0
2881,1
2882,1
2883,1
2884,0
2885,0
2886,1
2887,0
2888,0
2889,1
2890,0
2891,1
2892,0
2893,0
2894,1
2895,1
2896,0
2897,1
2898,0
2899,1
2900,0
2901,0
2902,0
2903,0
2904,1
2905,0
2906,1
2907,1
2908,0
2909,1
2910,1
2911,0
2912,0
2913,0
2914,1
2915,1
2916,1
2917,1
2918,0
2919,0
2920,1
2921,1
2922,1
2923,0
2924,0
2925,0
2926,1
2927,1
2928,0
2929,0
2930,0
2931,0
2932,1
2933,1
2934,0
2935,1
2936,0
2937,1
2938,1
2939,0
2940,0
2941,1
2942,1
2943,0
2944,0
2945,1
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,1
2955,0
2956,1
2957,0
2958,1
2959,0
2960,1
2961,1
2962,1
2963,1
2964,1
2965,1
2966,1
2967,0
2968,1
2969,1
2970,1
2971,1
2972,1
2973,0
2974,1
2975,1
2976,1
2977,1
2978,0
2979,1
2980,0
2981,1
2982,0
2983,1
2984,1
2985,1
2986,0
2987,1
2988,0
2989,0
2990,1
2991,1
2992,0
2993,0
2994,0
2995,0
2996,1
2997,1
